name,price,location,reviews,link,date
ASUS FX506II-R55TB6T/R5 4600H 3.0 GHz/Renoir + GX1650Ti,13.909.000,KOTA JAKARTA UTARA,13,https://shopee.co.id/ASUS-FX506II-R55TB6T-R5-4600H-3.0-GHz-Renoir-GX1650Ti-i.54873248.6733605230,12-10-2020
ASUS ROG STRIX G15 G512LU-I766B6P,21.999.000,KOTA JAKARTA PUSAT,1,https://shopee.co.id/ASUS-ROG-STRIX-G15-G512LU-I766B6P-i.144939634.3645259958,12-10-2020
Asus ROG 8GB 512GB,16.573.500,KOTA JAKARTA BARAT,1,https://shopee.co.id/Asus-ROG-8GB-512GB-i.41480620.1668931548,12-10-2020
Asus ROG ll,6.000.000,KOTA DEPOK,1,https://shopee.co.id/Asus-ROG-ll-i.6515052.5332076159,12-10-2020
Asus ROG GL552JX Gaming Desain i7 w/ GTX 950 IPS | GL552J Not GL553VD | G531GD | G531GT,10.350.000,KOTA BANDUNG,25,https://shopee.co.id/Asus-ROG-GL552JX-Gaming-Desain-i7-w-GTX-950-IPS-GL552J-Not-GL553VD-G531GD-G531GT-i.25348905.307834290,12-10-2020
Laptop Gaming ASUS ROG STRIX G512LV-I7R6B6T,25.899.000,KOTA TANGERANG SELATAN,3,https://shopee.co.id/Laptop-Gaming-ASUS-ROG-STRIX-G512LV-I7R6B6T-i.49063595.4043272729,12-10-2020
Asus Rog,2.800.000,KOTA DEPOK,1,https://shopee.co.id/Asus-Rog-i.177986148.7917481205,12-10-2020
ASUS ROG Strix G G531GT-I765B1T i7-9750H GTX 1650 144Hz 15.6 Inch FHD 8GB 512GB,16.462.000,KOTA JAKARTA PUSAT,31,https://shopee.co.id/ASUS-ROG-Strix-G-G531GT-I765B1T-i7-9750H-GTX-1650-144Hz-15.6-Inch-FHD-8GB-512GB-i.148846460.6347631959,12-10-2020
Laptop Asus X550IU Baby ROG Amd FX 9830p RAM 8GB DDR4 VGA 4GB GDDR5 Baby ROG Gaming Second Murah,7.200.000,KOTA TANGERANG SELATAN,8,https://shopee.co.id/Laptop-Asus-X550IU-Baby-ROG-Amd-FX-9830p-RAM-8GB-DDR4-VGA-4GB-GDDR5-Baby-ROG-Gaming-Second-Murah-i.6356067.2837730697,12-10-2020
ASUS ROG KEKUATAN TURBO murah Bali,3.100.000,KOTA DENPASAR,1,https://shopee.co.id/ASUS-ROG-KEKUATAN-TURBO-murah-Bali-i.211487119.3856649241,12-10-2020
ASUS ROG GL553VD Intel Core I7 770071Q,13.000.000,KOTA SURABAYA,2,https://shopee.co.id/ASUS-ROG-GL553VD-Intel-Core-I7-770071Q-i.55369316.894590432,12-10-2020
Asus ROG Phone2 (ZS660KL) - ROG PHONE 2 - Global Version - Republic Of Gamers - Original New BNIB,9.000.000,KOTA PEKANBARU,72,https://shopee.co.id/Asus-ROG-Phone2-(ZS660KL)-ROG-PHONE-2-Global-Version-Republic-Of-Gamers-Original-New-BNIB-i.45221846.2670224400,12-10-2020
Asus Rog Strix G G531GD-I505G1T,13.200.000,KOTA JAKARTA TIMUR,1,https://shopee.co.id/Asus-Rog-Strix-G-G531GD-I505G1T-i.175688735.3406116220,12-10-2020
Asus ROG GL502VM Gaming Laptop,12.999.000,KOTA BANDUNG,1,https://shopee.co.id/Asus-ROG-GL502VM-Gaming-Laptop-i.25348905.6123058246,12-10-2020
"Promo!  Rog Phone II 8/128 GB Garansi Resmi 1 tahun,  barang langka",9.999.999,KOTA CIMAHI,5,https://shopee.co.id/Promo!-Rog-Phone-II-8-128-GB-Garansi-Resmi-1-tahun-barang-langka-i.236357194.5120172382,12-10-2020
Asus Rog Phone 3 Snapdragon 865+ / 8GB/128GB / ZS661KS,9.999.000,KOTA MEDAN,1,https://shopee.co.id/Asus-Rog-Phone-3-Snapdragon-865-8GB-128GB-ZS661KS-i.110101298.3654546705,12-10-2020
Asus ROG Strix G531GT-I765G1T Intel Core i7-9750H RAM 8GB SSD 512GB,17.399.000,KOTA SEMARANG,3,https://shopee.co.id/Asus-ROG-Strix-G531GT-I765G1T-Intel-Core-i7-9750H-RAM-8GB-SSD-512GB-i.74080796.6730122730,12-10-2020
ASUS ROG STRIX III G531GT-I765B1T i7-9750H 8GB 512GB SSD GTX1650 4GB,16.699.000,KOTA JAKARTA PUSAT,2,https://shopee.co.id/ASUS-ROG-STRIX-III-G531GT-I765B1T-i7-9750H-8GB-512GB-SSD-GTX1650-4GB-i.27662413.7417152540,12-10-2020
"ASUS ROG STRIX Z490-E Gaming WiFi (Intel LGA1200, Z490, DDR4) - Comet Lake",5.522.000,KOTA MALANG,2,https://shopee.co.id/ASUS-ROG-STRIX-Z490-E-Gaming-WiFi-(Intel-LGA1200-Z490-DDR4)-Comet-Lake-i.135105440.7138129465,12-10-2020
ASUS ROG PHONE 3 (5G) 12GB/128GB 12GB/256GB 12GB/512GB  CLASSIC (SD865+) ELITE (SD865) ORIGINAL NEW,10.830.000,KOTA PEKANBARU,5,https://shopee.co.id/ASUS-ROG-PHONE-3-(5G)-12GB-128GB-12GB-256GB-12GB-512GB-CLASSIC-(SD865-)-ELITE-(SD865)-ORIGINAL-NEW-i.173755343.5946424015,12-10-2020
Asus ROG strix RTX2060 A6G gaming pesanan agan machrus,6.600.000,KAB. GRESIK,2,https://shopee.co.id/Asus-ROG-strix-RTX2060-A6G-gaming-pesanan-agan-machrus-i.12636541.2891916173,12-10-2020
ASUS ROG STRIX GL503GE-EN129T HERO i7-8750- 8GB- 1TB- 128GB- 1TB- GTX1050Ti 4GB- 15.6FHD- W10,17.246.000,KOTA JAKARTA PUSAT,2,https://shopee.co.id/ASUS-ROG-STRIX-GL503GE-EN129T-HERO-i7-8750-8GB-1TB-128GB-1TB-GTX1050Ti-4GB-15.6FHD-W10-i.120447940.1851917745,12-10-2020
